id,franking_percentage,notes,payable_date,dividend_per_share,ex_dividend_date,dividend_date,symbol,dividend_type
,1.0,,2013-09-25,0.075,2013-08-23,,DUI,Final
,1.0,,2014-03-17,0.065,2014-02-21,,DUI,Interim
,1.0,,2014-09-25,0.075,2014-03-09,,DUI,Final
,1.0,,2015-09-25,0.075,2015-02-09,,DUI,Final
,1.0,,2015-03-17,0.065,2015-02-24,,DUI,Interim
,1.0,,2016-09-23,0.075,2016-01-09,,DUI,Final
,1.0,,2016-03-15,0.065,2016-02-23,,DUI,Interim
,1.0,,2017-03-15,0.065,2017-02-23,,DUI,Interim
,1.0,8C FRANKED @ 30%; DR P NIL DISCOUNT,2017-09-22,0.08,2017-08-30,2017-08-31,DUI,Final
,1.0,6.5C FRANKED @ 30%;  DRP NIL DISCOUNT,2018-03-14,0.065,2018-02-22,2018-02-23,DUI,Interim
,0.0,,2005-02-28,0.052000000000000005,2004-12-23,,DXS,Interim
,0.0,,2005-08-29,0.053,2005-06-24,,DXS,Final
,0.0,,2006-02-28,0.0545,2005-12-22,,DXS,Interim
,0.0,,2006-08-29,0.0555,2006-06-26,,DXS,Final
,0.0,,2007-02-28,0.055999999999999994,2006-12-21,,DXS,Interim
,0.0,,2007-08-29,0.057,2007-06-25,,DXS,Final
,0.0,,2008-02-29,0.059000000000000004,2007-12-21,,DXS,Interim
,0.0,,2008-08-29,0.06,2008-06-24,,DXS,Final
,0.0,,2009-02-27,0.038,2008-12-23,,DXS,Interim
,0.0,,2009-08-28,0.035,2009-06-24,,DXS,Final
,0.0,,2010-02-26,0.0265,2009-12-23,,DXS,Interim
,0.0,,2010-08-27,0.0245,2010-06-24,,DXS,Final
,0.0,,2011-02-25,0.0259,2010-12-23,,DXS,Interim
,0.0,,2011-08-31,0.0259,2011-06-24,,DXS,Final
,0.0,,2012-02-29,0.026699999999999998,2011-12-22,,DXS,Interim
,0.0,,2012-08-31,0.0268,2012-06-25,,DXS,Final
,0.0,,2013-02-28,0.028900000000000002,2012-12-21,,DXS,Interim
,0.0,,2013-08-30,0.0311,2013-06-24,,DXS,Final
,0.0,,2014-02-28,0.030699999999999998,2013-12-23,,DXS,Interim
,0.0,,2014-08-29,0.0319,2014-06-26,,DXS,Final
,0.0,,2015-02-27,0.1968,2014-12-29,,DXS,Interim
,0.0,,2015-08-31,0.21359999999999998,2015-06-26,,DXS,Final
,0.0,,2016-02-29,0.2305,2015-12-29,,DXS,Interim
,0.13,,2016-08-31,0.2046,2016-06-29,,DXS,Final
,0.0,,2017-02-28,0.21710000000000002,2016-12-29,,DXS,Interim
,0.21,4.916579C FR@30%;DRP  SUSPENDED,2017-08-29,0.2376,2017-06-29,2017-06-30,DXS,Final
,0.0,DRP SUSPENDED,2018-02-28,0.237,2017-12-28,2017-12-29,DXS,Interim
,1.0,,2015-08-10,0.01,2015-09-17,,EGI,Final
,1.0,,2016-07-10,0.01,2016-05-09,,EGI,Final
,1.0,,2016-08-04,0.01,2016-11-03,,EGI,Interim
,1.0,,2017-07-04,0.01,2017-03-13,,EGI,Interim
,1.0,,2017-06-10,0.015,2017-05-09,,EGI,Final
,1.0,2.5C FRANKED @ 27.5% ;1C SPECIAL; DRP,2018-05-18,0.025,2018-04-24,2018-04-26,EGI,Interim
,0.0,,2013-09-25,0.06,2013-06-24,,EMF,Final
,0.0,,2014-03-24,0.03,2013-12-23,,EMF,Interim
,0.0,,2014-09-24,0.03,2014-06-26,,EMF,Final
,0.0,,2015-06-02,0.03,2014-12-29,,EMF,Interim
,0.0,,2015-10-08,0.03,2015-06-26,,EMF,Final
,0.0,,2016-01-29,0.03,2015-12-29,,EMF,Interim
,0.0,,2016-01-08,0.03,2016-06-29,,EMF,Final
,0.0,,2017-03-02,0.03,2016-12-29,,EMF,Interim
,0.0,1.83C TAX DEFERRED;  DRP,2017-01-08,0.03,2017-06-29,2017-06-30,EMF,Final
,0.0,DRP,2018-05-02,0.03,2017-12-28,2017-12-29,EMF,Interim
,0.0,,2017-03-03,0.013999999999999999,2016-12-29,,ERF,Interim
,0.0,DRP SUSPENDED,2017-01-09,0.05,2017-06-29,2017-06-30,ERF,Final
,0.0,DRP SUSPENDED,2018-02-03,0.051500000000000004,2017-12-28,2017-12-29,ERF,Interim
,0.68,20.8648C FR@30%;0.02 36C CFI;DRP NIL DISC,2018-01-15,0.304671,2017-12-28,2017-12-29,ETF,Interim
,0.65,,2004-02-27,0.04,2003-12-23,,FET,Interim
,0.0,,2004-08-31,0.057,2004-06-24,,FET,Final
,0.0,,2005-02-28,0.055,2004-12-23,,FET,Interim
,0.66,,2005-06-30,0.0455,2005-06-21,,FET,Final
,0.0,,2006-02-17,0.065,2005-12-22,,FET,Interim
,0.0,,2006-08-29,0.07200000000000001,2006-06-26,,FET,Final
,0.0,,2006-10-31,0.037000000000000005,2006-09-25,,FET,Interim
,0.0,,2007-02-28,0.036000000000000004,2006-12-21,,FET,Interim
,0.0,,2007-02-28,0.036000000000000004,2006-12-25,,FET,Q2
,0.0,,2007-04-30,0.036000000000000004,2007-03-26,,FET,Interim
,0.0,,2007-08-31,0.037000000000000005,2007-06-25,,FET,Final
,0.0,,2007-10-31,0.036000000000000004,2007-09-24,,FET,Interim
,0.0,,2008-02-29,0.038,2007-12-21,,FET,Interim
,0.0,,2008-02-29,0.038,2007-12-25,,FET,Q2
,0.0,,2008-04-30,0.036000000000000004,2008-03-25,,FET,Interim
,0.0,,2008-08-29,0.027000000000000003,2008-06-24,,FET,Final
,0.0,,2008-10-31,0.0225,2008-09-24,,FET,Interim
,0.0,,2009-02-27,0.0175,2008-12-23,,FET,Interim
,0.0,,2009-02-27,0.0175,2008-12-25,,FET,Q2
,0.0,,2010-09-20,0.0067,2010-08-31,,FET,Final
,0.0,,2011-04-20,0.0215,2011-03-25,,FET,Interim
,0.0,,2011-07-20,0.021,2011-06-24,,FET,Final
,0.0,,2011-10-20,0.0225,2011-09-26,,FET,Interim
,0.0,,2012-01-20,0.0245,2011-12-22,,FET,Interim
,0.0,,2012-04-20,0.0265,2012-03-26,,FET,Interim
,0.0,,2012-07-20,0.0265,2012-06-25,,FET,Final
,0.0,,2012-10-19,0.025,2012-09-24,,FET,Interim
,0.0,,2013-01-21,0.025,2012-12-21,,FET,Interim
,0.0,,2013-01-21,0.025,2012-12-25,,FET,Q2
,0.0,,2013-04-22,0.027999999999999997,2013-03-22,,FET,Interim
,0.0,,2013-07-22,0.028999999999999998,2013-06-24,,FET,Final
,0.0,,2013-10-21,0.03,2013-09-24,,FET,Interim
,0.0,,2014-01-20,0.03,2013-12-23,,FET,Interim
,0.0,,2014-04-17,0.03,2014-03-25,,FET,Interim
,0.0,,2014-07-21,0.03,2014-06-26,,FET,Final
,0.0,,2014-10-20,0.0318,2014-09-26,,FET,Interim
,0.0,,2015-01-20,0.0318,2014-12-29,,FET,Interim
,0.0,,2015-04-20,0.0322,2015-03-27,,FET,Interim
,0.0,,2015-07-20,0.0322,2015-06-26,,FET,Final
,0.0,,2015-10-20,0.0335,2015-09-28,,FET,Interim
,0.0,,2016-01-20,0.0335,2015-12-29,,FET,Interim
,0.0,,2016-04-20,0.0335,2016-03-30,,FET,Interim
,0.0,,2016-07-20,0.0335,2016-06-29,,FET,Final
,0.0,,2016-10-20,0.0355,2016-09-29,,FET,Interim
,0.0,,2017-01-20,0.0355,2016-12-29,,FET,Interim
,0.0,,2017-04-20,0.0355,2017-03-30,,FET,Interim
,0.0,DRP,2017-07-20,0.0355,2017-06-29,2017-06-30,FET,Final
,0.0,DRP,2017-10-20,0.0377,2017-09-28,2017-09-29,FET,Interim
,0.0,DRP,2018-01-22,0.0377,2017-12-28,2017-12-29,FET,Interim
,0.0,DRP,2018-04-20,0.0377,2018-03-28,2018-03-29,FET,Interim
,1.0,,2016-10-31,0.01,2016-10-18,,FGG,Final
,1.0,1C FRANKED@27.5%; DR P NIL DISCOUNT,2017-10-27,0.01,2017-10-17,2017-10-18,FGG,Interim
,0.03,,1997-09-30,0.05,1997-10-07,,FGX,Final
,0.13,,1998-08-24,0.08,1998-06-24,,FGX,Final
,0.08,,1999-02-18,0.08,1998-12-21,,FGX,Interim
,0.15,,1999-08-24,0.08,1999-06-24,,FGX,Final
,0.0,,2000-02-14,0.08,1999-12-24,,FGX,Interim
,0.0,,2000-08-30,0.08,2000-06-26,,FGX,Final
,0.0,,2001-07-02,0.08,2000-12-24,,FGX,Interim
,1.0,,2001-08-24,0.055,2001-06-23,,FGX,Final
,0.37,,2002-07-24,0.055,2002-06-24,,FGX,Final
,0.5,,2003-02-26,0.055,2002-12-23,,FGX,Interim
,0.5,,2003-07-31,0.055,2003-06-24,,FGX,Final
,0.33,,2004-02-25,0.055,2003-12-23,,FGX,Interim
,0.37,,2004-07-30,0.06,2004-06-24,,FGX,Final
,0.22,,2005-02-17,0.06,2004-12-23,,FGX,Interim
,0.24,,2005-12-08,0.07,2005-06-24,,FGX,Final
,0.42,,2006-02-16,0.07,2005-12-22,,FGX,Interim
,0.47,,2006-08-31,0.075,2006-06-26,,FGX,Final
,0.42,,2007-02-27,0.075,2006-12-21,,FGX,Interim
,0.0,,2007-08-30,0.08,2007-06-25,,FGX,Final
,0.23,,2008-02-27,0.08,2007-12-21,,FGX,Interim
,0.66,,2008-08-28,0.085,2008-06-24,,FGX,Final
,0.2,,2009-02-27,0.08,2008-12-23,,FGX,Interim
,0.72,,2009-08-31,0.05,2009-06-24,,FGX,Final
,0.78,,2010-02-26,0.05,2009-12-23,,FGX,Interim
,0.48,,2010-08-30,0.05,2010-06-24,,FGX,Final
,0.72,,2011-02-25,0.05,2010-12-23,,FGX,Interim
,0.47,,2011-08-30,0.05,2011-06-24,,FGX,Final
,0.47,,2012-02-27,0.05,2011-12-22,,FGX,Interim
,0.12,,2012-08-30,0.055,2012-06-25,,FGX,Final
,0.0,,2013-02-25,0.055,2012-12-21,,FGX,Interim
,0.0,,2013-05-30,3.0186,2013-05-16,,FGX,Capital Return
,0.0,,2013-08-07,0.1739,2013-06-25,,FGX,Capital Return
,0.0,,2013-10-22,0.008100000000000001,2013-10-10,,FGX,Capital Return
,1.0,,2013-10-22,0.0079,2013-10-10,,FGX,Interim
,1.0,,2015-10-23,0.02,2015-12-10,,FGX,Final
,1.0,,2016-04-29,0.02,2016-04-13,,FGX,Interim
,1.0,,2016-10-21,0.02,2016-10-10,,FGX,Final
,1.0,,2017-04-21,0.021,2017-06-04,,FGX,Final
,1.0,2.2C FRANKED@30%; DR P NIL DISCOUNT,2017-10-27,0.022000000000000002,2017-10-17,2017-10-18,FGX,Interim
,1.0,,2018-04-27,0.022000000000000002,2018-12-04,,FGX,Final
,0.0,DRP NIL DISCOUNT,2017-07-21,0.1118,2017-06-29,2017-06-30,FOR,Final
,1.0,,2001-02-16,0.017,2001-01-29,,FSI,Interim
,1.0,,2001-09-21,0.018000000000000002,2001-08-27,,FSI,Final
,1.0,,2002-03-15,0.018000000000000002,2002-02-25,,FSI,Interim
,1.0,,2002-09-20,0.019,2002-08-26,,FSI,Final
,1.0,,2003-03-26,0.019,2003-05-03,,FSI,Interim
,1.0,,2003-09-19,0.02,2003-08-25,,FSI,Final
,1.0,,2004-03-26,0.02,2004-05-03,,FSI,Interim
,1.0,,2004-09-17,0.025,2004-08-23,,FSI,Final
,1.0,,2005-09-16,0.03,2005-01-09,,FSI,Final
,1.0,,2005-03-18,0.03,2005-02-28,,FSI,Interim
,1.0,,2006-08-09,0.035,2006-08-17,,FSI,Final
,1.0,,2006-03-31,0.0325,2006-10-03,,FSI,Interim
,1.0,,2007-03-16,0.0375,2007-02-26,,FSI,Interim
,1.0,,2007-07-09,0.0425,2007-08-15,,FSI,Final
,1.0,,2008-03-17,0.0425,2008-02-26,,FSI,Interim
,1.0,,2008-09-19,0.0425,2008-08-26,,FSI,Final
,1.0,,2009-09-04,0.0425,2009-02-03,,FSI,Interim
,1.0,,2009-09-10,0.0425,2009-08-24,,FSI,Final
,1.0,,2010-03-19,0.0425,2010-01-03,,FSI,Interim
,1.0,,2010-09-28,0.0425,2010-08-23,,FSI,Final
,1.0,,2011-11-03,0.0425,2011-02-21,,FSI,Interim
,0.88,,2011-09-09,0.0425,2011-08-15,,FSI,Final
,1.0,,2012-10-05,0.03,2012-04-19,,FSI,Interim
,1.0,,2012-12-10,0.03,2012-09-24,,FSI,Final
,1.0,,2013-12-04,0.03,2013-03-20,,FSI,Interim
,1.0,,2013-09-27,0.035,2013-09-09,,FSI,Final
,1.0,,2014-11-04,0.0325,2014-03-17,,FSI,Interim
,1.0,,2014-09-26,0.04,2014-10-09,,FSI,Final
,1.0,,2015-02-04,0.035,2015-03-18,,FSI,Interim
,1.0,,2015-11-09,0.0375,2015-08-24,,FSI,Final
,1.0,,2016-07-04,0.035,2016-03-17,,FSI,Interim
,1.0,,2016-09-16,0.0375,2016-08-30,,FSI,Final
,1.0,,2017-07-04,0.035,2017-03-03,,FSI,Interim
,1.0,3.75C FRANKED @ 30%;  DRP NIL DISCOUNT,2017-09-13,0.0375,2017-08-17,2017-08-18,FSI,Final
,1.0,3.75C FRANKED @ 30%;  DRP NIL DISCOUNT,2018-03-13,0.0375,2018-02-26,2018-02-27,FSI,Interim
,1.0,,2016-03-23,0.0075,2016-08-03,,GC1,Interim
,1.0,,2016-04-10,0.03,2016-12-09,,GC1,Final
,1.0,,2017-04-05,0.01,2017-04-20,,GC1,Interim
,1.0,3C FRANKED @ 30%; DR P,2017-06-10,0.03,2017-09-20,2017-09-21,GC1,Final
,1.0,,2018-03-23,0.01,2018-07-03,,GC1,Interim
,0.0,,2014-08-29,0.035,2014-06-26,,GDI,Final
,0.0,,2015-02-27,0.0375,2014-12-29,,GDI,Interim
,0.0,,2015-08-28,0.0375,2015-06-26,,GDI,Final
,0.0,,2016-02-29,0.0388,2015-12-29,,GDI,Interim
,0.0,,2016-08-31,0.0388,2016-06-29,,GDI,Final
,0.0,,2017-02-28,0.0388,2016-12-29,,GDI,Interim
,0.0,,2017-08-31,0.0388,2017-06-29,2017-06-30,GDI,Final
,0.0,,2018-02-28,0.0388,2017-12-28,2017-12-29,GDI,Interim
,0.0,US 17.6C PER CDI; 15 % W/H TAX,2018-01-18,0.190355,2017-12-19,2017-12-20,GDX,Final
,0.0,,2005-03-05,0.06480000000000001,2005-03-23,,GMG,Interim
,0.0,,2005-08-19,0.06480000000000001,2005-06-24,,GMG,Final
,0.0,,2005-03-11,0.0688,2005-09-26,,GMG,Interim
,0.0,,2006-07-02,0.0688,2005-12-22,,GMG,Interim
,0.0,,2006-05-05,0.0688,2006-03-27,,GMG,Interim
,0.0,,2006-08-23,0.0688,2006-06-26,,GMG,Final
,0.0,,2006-09-11,0.0787,2006-09-25,,GMG,Interim
,0.0,,2007-02-15,0.0787,2006-12-21,,GMG,Interim
,0.0,,2007-03-05,0.0787,2007-03-26,,GMG,Interim
,0.0,,2007-08-23,0.0787,2007-06-25,,GMG,Final
,0.0,,2007-08-11,0.085,2007-09-24,,GMG,Interim
,0.0,,2008-02-14,0.085,2007-12-21,,GMG,Interim
,0.0,,2008-02-14,0.085,2007-12-25,,GMG,Q2
,0.0,,2008-08-05,0.085,2008-03-25,,GMG,Interim
,0.0,,2008-08-26,0.085,2008-06-24,,GMG,Final
,0.0,,2009-02-26,0.0965,2008-12-23,,GMG,Interim
,0.0,,2009-02-26,0.0965,2008-12-25,,GMG,Q2
,0.0,,2010-02-26,0.015,2009-12-23,,GMG,Interim
,0.0,,2010-08-26,0.019,2010-06-24,,GMG,Final
,0.0,,2011-02-28,0.015,2010-12-23,,GMG,Interim
,0.0,,2011-08-26,0.02,2011-06-24,,GMG,Final
,0.0,,2012-02-28,0.018000000000000002,2011-12-22,,GMG,Interim
,0.0,,2012-08-27,0.09,2012-06-25,,GMG,Final
,0.0,,2013-02-28,0.09699999999999999,2012-12-21,,GMG,Interim
,0.53,,2013-08-26,0.09699999999999999,2013-06-24,,GMG,Final
,0.0,,2014-02-21,0.1035,2013-12-23,,GMG,Interim
,0.0,,2014-08-26,0.1035,2014-06-26,,GMG,Final
,0.0,,2015-02-20,0.111,2014-12-29,,GMG,Interim
,0.0,,2015-08-26,0.111,2015-06-26,,GMG,Final
,0.0,,2016-02-22,0.11900000000000001,2015-12-29,,GMG,Interim
,0.0,,2016-08-26,0.121,2016-06-29,,GMG,Final
,0.0,,2017-02-24,0.127,2016-12-29,,GMG,Interim
,0.0,DRP SUSPENDED,2017-08-28,0.132,2017-06-29,2017-06-30,GMG,Final
,0.0,EST 13.75C,2018-02-26,0.1375,2017-12-28,2017-12-29,GMG,Interim
,0.0,,2007-10-31,0.0203,2007-09-24,,GOZ,Interim
,0.0,,2008-01-31,0.0203,2007-12-21,,GOZ,Interim
,0.0,,2008-01-31,0.0202,2007-12-25,,GOZ,Q2
,0.0,,2008-04-30,0.0203,2008-03-25,,GOZ,Interim
,0.0,,2008-08-29,0.0203,2008-06-24,,GOZ,Final
,0.0,,2008-10-31,0.0125,2008-09-24,,GOZ,Interim
,0.0,,2009-01-30,0.0125,2008-12-23,,GOZ,Interim
,0.0,,2009-08-31,0.0075,2009-06-24,,GOZ,Final
,0.0,,2010-02-26,0.055,2009-12-23,,GOZ,Interim
,0.0,,2010-08-31,0.085,2010-06-24,,GOZ,Final
,0.0,,2011-02-28,0.084,2010-12-23,,GOZ,Interim
,0.0,,2011-08-31,0.087,2011-06-24,,GOZ,Final
,0.0,,2012-02-29,0.087,2011-12-22,,GOZ,Interim
,0.0,,2012-08-31,0.08900000000000001,2012-06-25,,GOZ,Final
,0.0,,2013-02-28,0.09,2012-12-21,,GOZ,Interim
,0.0,,2013-08-30,0.09300000000000001,2013-06-24,,GOZ,Final
,0.0,,2014-02-28,0.094,2013-12-23,,GOZ,Interim
,0.0,,2014-08-29,0.096,2014-06-26,,GOZ,Final
,0.0,,2015-02-27,0.098,2014-12-29,,GOZ,Interim
,0.0,,2015-08-31,0.099,2015-06-26,,GOZ,Final
,0.0,,2016-02-29,0.102,2015-12-29,,GOZ,Interim
,0.0,,2016-08-31,0.10300000000000001,2016-06-29,,GOZ,Final
,0.0,,2017-02-28,0.106,2016-12-29,,GOZ,Interim
,0.0,4.239C TAX DEF; DRP  SUSPENDED,2017-08-31,0.109,2017-06-29,2017-06-30,GOZ,Final
,0.0,DRP,2018-02-28,0.11,2017-12-28,2017-12-29,GOZ,Interim
,0.0,,1982-08-27,0.085,1982-05-08,,GPT,Interim
,0.0,,1983-02-25,0.087,1983-07-02,,GPT,Final
,0.0,,1983-08-29,0.08900000000000001,1983-08-08,,GPT,Interim
,0.0,,1984-02-28,0.09300000000000001,1984-02-13,,GPT,Final
,0.0,,1984-08-29,0.095,1984-06-08,,GPT,Interim
,0.0,,1985-02-15,0.1,1985-01-30,,GPT,Final
,0.0,,1985-05-15,0.05,1985-04-18,,GPT,Q1
,0.0,,1985-08-15,0.052000000000000005,1985-07-29,,GPT,Q2
,0.0,,1985-11-15,0.052000000000000005,1985-10-26,,GPT,Q3
,0.0,,1986-02-15,0.053,1986-01-27,,GPT,Q4
,0.0,,1986-05-15,0.053,1986-04-24,,GPT,Q1
,0.0,,1986-08-15,0.054000000000000006,1986-07-30,,GPT,Q3
,0.0,,1986-11-14,0.054000000000000006,1986-09-28,,GPT,Q2
,0.0,,1987-02-13,0.057,1987-01-29,,GPT,Q4
,0.0,,1987-05-15,0.057,1987-04-27,,GPT,Q1
,0.0,,1987-08-14,0.057,1987-07-30,,GPT,Q2
,0.0,,1987-11-13,0.057999999999999996,1987-10-22,,GPT,Q3
,0.0,,1988-11-13,0.059000000000000004,1988-01-11,,GPT,Q3
,0.0,,1988-02-15,0.057999999999999996,1988-01-28,,GPT,Q4
,0.0,,1988-05-15,0.057999999999999996,1988-04-25,,GPT,Q1
,0.0,,1988-08-15,0.059000000000000004,1988-07-27,,GPT,Q2
,0.0,,1989-05-22,0.06,1989-04-05,,GPT,Q1
,0.0,,1989-08-22,0.075,1989-04-08,,GPT,Q2
,0.0,,1989-02-22,0.06,1989-06-02,,GPT,Q4
,0.0,,1989-11-22,0.062,1989-06-11,,GPT,Q3
,0.0,,1990-05-22,0.065,1990-03-05,,GPT,Q1
,0.0,,1990-08-22,0.068,1990-03-08,,GPT,Q2
,0.0,,1990-02-22,0.063,1990-05-02,,GPT,Q4
,0.0,,1990-11-22,0.07,1990-05-11,,GPT,Q3
,0.0,,1991-02-22,0.07200000000000001,1991-04-02,,GPT,Q4
,0.0,,1991-11-22,0.073,1991-04-11,,GPT,Q3
,0.0,,1991-05-22,0.069,1991-06-05,,GPT,Q1
,0.0,,1991-08-22,0.07200000000000001,1991-07-08,,GPT,Q2
,0.0,,1992-11-20,0.05,1992-04-11,,GPT,Q3
,0.0,,1992-08-21,0.052000000000000005,1992-05-08,,GPT,Q2
,0.0,,1992-02-21,0.07400000000000001,1992-06-02,,GPT,Q4
,0.0,,1992-05-22,0.052000000000000005,1992-06-05,,GPT,Q1
,0.0,,1993-02-22,0.05,1993-04-02,,GPT,Q4
,0.0,,1993-08-20,0.05,1993-06-08,,GPT,Q2
,0.0,,1993-11-22,0.049,1993-08-11,,GPT,Q3
,0.0,,1993-05-21,0.05,1993-10-05,,GPT,Q1
,0.0,,1994-08-22,0.049,1994-03-08,,GPT,Q2
,0.0,,1994-11-22,0.05,1994-03-11,,GPT,Q3
,0.0,,1994-05-20,0.049,1994-04-05,,GPT,Q1
,0.0,,1994-02-22,0.048,1994-09-02,,GPT,Q4
,0.0,,1995-11-22,0.049,1995-01-11,,GPT,Q3
,0.0,,1995-05-22,0.051,1995-07-02,,GPT,Q4
,0.0,,1995-05-22,0.051,1995-08-05,,GPT,Q1
,0.0,,1995-08-22,0.055999999999999994,1995-08-08,,GPT,Q2
,0.0,,1996-02-22,0.051,1996-01-31,,GPT,Q4
,0.0,,1996-08-23,0.05,1996-02-08,,GPT,Q1
,0.0,,1996-11-22,0.049,1996-10-30,,GPT,Q2
,0.0,,1997-05-22,0.053,1997-04-30,,GPT,Q4
,0.0,,1997-02-21,0.049,1997-05-02,,GPT,Q3
,0.0,,1997-08-22,0.10400000000000001,1997-08-08,,GPT,Q1
,0.0,,1997-11-21,0.047,1997-10-30,,GPT,Q2
,0.0,,1998-02-23,0.09300000000000001,1998-04-02,,GPT,Q3
,0.0,,1998-05-22,0.051,1998-04-26,,GPT,Q1
,0.0,,1998-05-22,0.048,1998-04-27,,GPT,Q4
,0.0,,1998-08-24,0.096,1998-06-08,,GPT,Q2
,0.0,,1998-11-23,0.047,1998-10-30,,GPT,Q3
,0.0,,1999-02-22,0.048,1999-02-02,,GPT,Q4
,0.0,,1999-05-24,0.047,1999-04-16,,GPT,Q1
,0.0,,1999-08-23,0.048,1999-07-30,,GPT,Q2
,0.0,,1999-11-22,0.048,1999-10-28,,GPT,Q3
,0.0,,2000-08-22,0.048,2000-01-08,,GPT,Q2
,0.0,,2000-02-22,0.048,2000-03-02,,GPT,Q4
,0.0,,2000-05-23,0.048,2000-03-05,,GPT,Q1
,0.0,,2000-11-21,0.048,2000-10-27,,GPT,Q3
,0.0,,2001-05-24,0.049,2001-03-05,,GPT,Q1
,0.0,,2001-02-21,0.049,2001-05-02,,GPT,Q4
,0.0,,2001-08-21,0.049,2001-07-08,,GPT,Q2
,0.0,,2001-11-20,0.049,2001-10-26,,GPT,Q3
,0.0,,2002-05-22,0.05,2002-06-05,,GPT,Q1
,0.0,,2002-08-21,0.051,2002-06-08,,GPT,Q2
,0.0,,2002-02-25,0.05,2002-08-02,,GPT,Q4
,0.0,,2002-11-20,0.051,2002-10-28,,GPT,Q3
,0.0,,2003-02-24,0.052000000000000005,2003-04-02,,GPT,Q4
,0.0,,2003-05-23,0.052000000000000005,2003-05-05,,GPT,Q1
,0.0,,2003-08-25,0.053,2003-05-08,,GPT,Q2
,0.0,,2003-11-21,0.053,2003-10-31,,GPT,Interim
,0.0,,2004-02-23,0.054000000000000006,2004-03-02,,GPT,Final
,0.0,,2004-11-22,0.055,2004-03-11,,GPT,Interim
,0.0,,2004-05-24,0.054000000000000006,2004-04-05,,GPT,Interim
,0.0,,2004-08-23,0.055,2004-04-08,,GPT,Interim
,0.0,,2005-02-25,0.055999999999999994,2005-02-16,,GPT,Final
,0.0,,2005-11-21,0.064,2005-03-11,,GPT,Interim
,0.0,,2005-05-20,0.057,2005-04-05,,GPT,Interim
,0.0,,2005-08-26,0.057,2005-09-08,,GPT,Interim
,0.0,,2006-03-24,0.066,2006-01-03,,GPT,Final
,0.0,,2006-09-21,0.069,2006-01-09,,GPT,Interim
,0.0,,2006-05-25,0.067,2006-08-05,,GPT,Interim
,0.0,,2006-11-17,0.069,2006-10-25,,GPT,Interim
,0.0,,2007-03-28,0.07,2007-02-27,,GPT,Final
,0.0,,2007-05-25,0.07,2007-03-05,,GPT,Interim
,0.0,,2007-09-21,0.073,2007-08-20,,GPT,Interim
,0.0,,2007-11-23,0.073,2007-10-29,,GPT,Interim
,0.0,,2008-09-26,0.042,2008-01-09,,GPT,Interim
,0.0,,2008-03-28,0.073,2008-03-03,,GPT,Final
,0.0,,2008-05-27,0.07200000000000001,2008-07-05,,GPT,Interim
,0.0,,2008-11-27,0.042,2008-10-31,,GPT,Interim
,0.0,,2009-09-25,0.009000000000000001,2009-01-09,,GPT,Interim
,0.0,,2009-03-27,0.021,2009-03-03,,GPT,Interim
,0.0,,2009-05-29,0.016,2009-05-05,,GPT,Interim
,0.0,,2009-11-27,0.01,2009-06-11,,GPT,Interim
,0.0,,2010-03-26,0.01,2010-02-26,,GPT,Final
,0.0,,2010-05-28,0.006999999999999999,2010-05-05,,GPT,Interim
,0.0,,2010-09-24,0.040999999999999995,2010-08-27,,GPT,Interim
,0.0,,2010-11-26,0.040999999999999995,2010-10-26,,GPT,Interim
,0.0,,2011-03-25,0.046,2011-02-03,,GPT,Final
,0.0,,2011-05-27,0.042,2011-05-05,,GPT,Interim
,0.0,,2011-09-23,0.043,2011-08-31,,GPT,Interim
,0.0,,2011-11-18,0.044000000000000004,2011-10-28,,GPT,Interim
,0.0,,2012-03-16,0.049,2012-02-23,,GPT,Final
,0.0,,2012-05-25,0.046,2012-07-05,,GPT,Interim
,0.0,,2012-07-09,0.049,2012-08-16,,GPT,Interim
,0.0,,2012-11-16,0.047,2012-10-23,,GPT,Interim
,0.0,,2013-05-17,0.051,2013-03-05,,GPT,Interim
,0.0,,2013-03-15,0.051,2013-07-01,,GPT,Final
,0.0,,2013-09-13,0.05,2013-08-15,,GPT,Interim
,0.0,,2014-03-14,0.10300000000000001,2013-12-23,,GPT,Final
,0.0,,2014-12-09,0.105,2014-06-26,,GPT,Interim
,0.0,,2015-03-27,0.107,2014-12-29,,GPT,Final
,0.0,,2015-11-09,0.11,2015-06-26,,GPT,Interim
,0.0,,2016-02-29,0.115,2015-12-29,,GPT,Final
,0.0,,2016-08-31,0.115,2016-06-29,,GPT,Interim
,0.0,,2017-02-28,0.11900000000000001,2016-12-29,,GPT,Final
,0.0,DRP SUSPENDED,2017-08-31,0.12300000000000001,2017-06-29,2017-06-30,GPT,Interim
,0.0,DRP SUSPENDED,2018-02-28,0.12300000000000001,2017-12-28,2017-12-29,GPT,Final
,1.0,,2015-06-11,0.02,2015-10-21,,GVF,Final
,1.0,,2016-04-11,0.03,2016-06-10,,GVF,Final
,1.0,,2016-06-05,0.03,2016-07-04,,GVF,Interim
,0.5,,2017-03-11,0.0315,2017-06-10,,GVF,Final
,0.5,,2017-10-05,0.0315,2017-07-04,,GVF,Interim
,0.5,,2018-10-05,0.0315,2018-09-04,,GVF,Interim
,0.0,,2005-07-28,0.0429,2005-06-24,,HHY,Final
,0.0,,2005-10-31,0.0454,2005-09-26,,HHY,Interim
